;MotionId;Type;XVec;YVec;VecModule;Duration;Distance;AvrgSpeed;AvrgSize;XStart;YStart;XEnd;YEnd
1756;1756;DU;17.975036621093864;-505.6050109863281;505.92443020278694;240;519.3726718787323;2.164052799494718;0.17427885066717863;518.2801513671875;830.3138427734375;536.2551879882814;324.7088317871094
1757;1757;DU;7.9888916015625;-527.5878295898438;527.6483112077054;240;541.334445490165;2.255560189542354;0.1526442365720868;517.2815551757814;831.3130493164062;525.2704467773439;303.7252197265625
1758;1758;DU;-21.969482421875114;-450.64794921875;451.18314717301905;198;458.48187366305683;2.315565018500287;0.1568047392826814;514.2857055664064;825.3177490234375;492.31622314453125;374.6697998046875
1759;1759;DU;5.396026611328125;-457.583984375;457.6157993991143;250;466.0533313116624;1.8642133252466497;0.16282051801681519;511.2898864746094;796.34033203125;516.6859130859375;338.75634765625
1760;1760;DU;0.9986267089844887;-476.62762451171875;476.628670668255;209;483.7576005148671;2.3146296675352493;0.14835165387817792;511.2898864746094;818.3231811523438;512.2885131835939;341.695556640625
1761;1761;DU;13.980560302734375;-474.6291809082031;474.83504023604894;202;486.28529373638236;2.4073529392890216;0.16483516991138458;504.2995910644531;795.3411254882812;518.2801513671875;320.7119445800781
1762;1762;DU;59.916778564453125;-502.6073303222656;506.1661277162042;235;519.8309839403348;2.2120467401716377;0.15745192812755704;503.3009948730469;799.3380126953125;563.2177734375;296.7306823730469
1763;1763;DU;2.995849609375;-470.6322937011719;470.64182877142156;189;477.44557890013965;2.526167084127723;0.1568047392826814;514.2857055664064;814.3262939453125;517.2815551757814;343.6940002441406
1764;1764;DU;31.955627441406136;-514.5979919433594;515.5892313046421;230;528.5686419335718;2.2981245301459645;0.15128205716609955;514.2857055664064;816.3247680664062;546.2413330078125;301.7267761230469
1765;1765;DU;30.957000732421875;-513.5987854003906;514.5309011702832;241;526.4251810958586;2.18433685102016;0.1538461595773697;507.2954406738281;811.3286743164062;538.25244140625;297.7298889160156
1766;1766;DU;62.91265869140625;-563.5597534179688;567.0604890980707;207;581.9510147788902;2.8113575593183104;0.1662087972675051;521.2760009765625;840.3060302734375;584.1886596679688;276.74627685546875
1767;1767;DU;61.91400146484375;-585.5425415039062;588.8067692275985;282;612.1989562679221;2.1709182846380215;0.15705128717753622;527.2677001953125;856.2935180664062;589.1817016601562;270.7509765625
1768;1768;DU;86.87933349609375;-573.5519409179688;580.0946884082758;236;610.2840760819826;2.585949474923655;0.17067308165133;532.2607421875;869.2833862304688;619.1400756835938;295.7314453125
1769;1769;DU;56.92095947265625;-542.5761108398438;545.5536927575307;244;563.7623249077707;2.310501331589224;0.15865385113283992;541.248291015625;889.2677612304688;598.1692504882812;346.691650390625
1770;1770;DU;65.90844726562489;-541.576904296875;545.5726044155372;272;562.9699449709731;2.0697424447462245;0.1581196631822321;523.2732543945314;865.2864990234375;589.1817016601562;323.7095947265625
1771;1771;DU;69.90289306640614;-584.5433044433594;588.7081528470753;303;619.6084974624821;2.044912532879479;0.17115385122597218;526.2691040039064;863.2880249023438;596.1719970703125;278.74472045898443
1772;1772;DU;42.9403076171875;-569.5550231933594;571.1714230098061;318;602.3645824151438;1.8942282465885025;0.16941392421722412;533.2593994140625;871.2817993164062;576.19970703125;301.7267761230469
1773;1773;DU;50.79803466796875;-488.18975830078125;490.8255091536129;186;501.2676585985757;2.6949874118202994;0.1627218986933048;506.42803955078125;800.907958984375;557.22607421875;312.71820068359375
1774;1774;DU;64.90985107421864;-559.5628356933594;563.3150591415703;261;580.568723520084;2.2244012395405517;0.15497738057199648;517.2815551757814;833.3114624023438;582.19140625;273.74862670898443
1775;1775;DU;12.981994628906136;-512.5995178222656;512.7638811930537;224;526.6156269432686;2.350962620282449;0.15641026149193446;528.2662963867189;848.2997436523438;541.248291015625;335.7002258300781
1776;1776;DU;57.794433593749886;-530.0437316894531;533.1852905488892;233;552.511422736149;2.3712936598117986;0.16794872283935547;515.2843627929689;849.2990112304688;573.0787963867188;319.2552795410156
1777;1777;DU;39.944519042968864;-494.61358642578125;496.22390558955124;203;511.72221084343636;2.520799068194268;0.15521978586912155;513.287109375;836.3091430664062;553.2316284179689;341.695556640625
1778;1778;DU;9.986145019531193;-453.64556884765625;453.75546853725604;220;462.3413951946432;2.101551796339287;0.16346154361963272;509.2926635742188;844.3028564453125;519.27880859375;390.65728759765625
1779;1779;DU;55.922332763671875;-500.6089172363281;503.7227365508328;190;516.8865347384296;2.720455445991735;0.16715976825127235;501.3037414550781;816.3247680664062;557.22607421875;315.7158508300781
